age,workclass,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,occupation_grouped,native_region
31,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Sales,United-States
30,Private,11,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
56,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
49,Federal-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
38,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
19,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Clerical,United-States
39,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
38,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Executive,United-States
47,Private,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Unskilled Labor,United-States
58,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
27,Private,9,Never-married,Not-in-family,Black,Male,2174,0,40.0,<=50K,Unskilled Labor,United-States
59,Local-gov,14,Divorced,Not-in-family,White,Male,0,0,40.0,>50K,Professional,United-States
24,Private,13,Never-married,Not-in-family,White,Male,0,0,47.0,<=50K,Sales,United-States
42,Private,11,Married-civ-spouse,Husband,White,Male,2407,0,40.0,<=50K,Unskilled Labor,United-States
53,State-gov,14,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
35,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
36,Local-gov,9,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,40.0,>50K,Clerical,Asia
26,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,Latin America
33,Private,5,Separated,Not-in-family,White,Male,0,0,48.0,<=50K,Clerical,United-States
29,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
43,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
35,Private,13,Married-civ-spouse,Husband,White,Male,15024,0,50.0,>50K,Sales,United-States
48,Private,13,Married-spouse-absent,Other-relative,Asian-Pac-Islander,Female,0,0,36.0,>50K,Professional,Asia
45,Local-gov,14,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
43,Private,9,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Executive,United-States
27,Private,5,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Service,United-States
21,Private,4,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
63,Private,9,Widowed,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
39,Private,10,Married-civ-spouse,Husband,White,Male,15024,0,40.0,>50K,Clerical,United-States
52,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,15024,0,52.5,>50K,Sales,United-States
41,Self-emp-inc,13,Widowed,Unmarried,White,Female,0,0,40.0,<=50K,Professional,United-States
48,Private,9,Married-civ-spouse,Husband,White,Male,7688,0,52.5,>50K,Skilled Labor,United-States
27,Private,7,Divorced,Unmarried,White,Female,0,0,35.0,<=50K,Professional,United-States
53,State-gov,9,Divorced,Not-in-family,White,Male,0,1092,40.0,<=50K,Executive,United-States
33,Local-gov,12,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Skilled Labor,United-States
37,Private,6,Never-married,Own-child,White,Male,0,0,35.0,<=50K,Skilled Labor,United-States
18,Private,10,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Professional,United-States
43,Federal-gov,16,Separated,Unmarried,Black,Female,0,0,32.5,>50K,Professional,United-States
20,Private,10,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
47,Private,15,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Professional,United-States
36,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
41,Private,9,Married-civ-spouse,Husband,White,Male,0,1887,45.0,>50K,Unskilled Labor,United-States
67,Private,4,Married-civ-spouse,Husband,White,Male,1797,0,40.0,<=50K,Skilled Labor,United-States
38,Private,13,Married-spouse-absent,Not-in-family,Black,Male,0,0,40.0,<=50K,Skilled Labor,Caribbean
47,Self-emp-not-inc,14,Never-married,Not-in-family,Black,Male,0,0,32.5,<=50K,Executive,United-States
39,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
34,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,1485,35.0,<=50K,Executive,United-States
36,Private,9,Never-married,Own-child,Black,Male,0,0,35.0,<=50K,Service,United-States
24,Private,10,Married-civ-spouse,Husband,Black,Male,0,0,40.0,<=50K,Clerical,United-States
50,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
21,Private,9,Never-married,Not-in-family,White,Female,1055,0,32.5,<=50K,Service,United-States
21,Private,5,Never-married,Own-child,White,Female,0,0,50.0,<=50K,Service,Latin America
40,Private,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
19,Private,10,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Clerical,United-States
38,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Unskilled Labor,United-States
34,Private,11,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Skilled Labor,United-States
44,Local-gov,10,Divorced,Not-in-family,White,Male,0,0,50.0,<=50K,Executive,United-States
20,Private,12,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
44,Private,9,Never-married,Not-in-family,White,Male,0,1564,52.5,>50K,Executive,Europe
49,Local-gov,9,Divorced,Not-in-family,White,Female,594,0,32.5,<=50K,Clerical,United-States
45,Self-emp-inc,12,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Professional,United-States
24,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
34,Private,9,Divorced,Own-child,White,Male,0,0,40.0,<=50K,Clerical,United-States
58,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Sales,United-States
39,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Skilled Labor,United-States
22,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Service,United-States
38,Private,13,Married-civ-spouse,Wife,White,Female,0,0,32.5,>50K,Professional,United-States
32,Federal-gov,15,Married-civ-spouse,Husband,White,Male,15024,0,50.0,>50K,Professional,United-States
45,State-gov,9,Divorced,Not-in-family,White,Male,0,0,48.0,<=50K,Unskilled Labor,United-States
23,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,45.0,<=50K,Unskilled Labor,United-States
35,Private,12,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Skilled Labor,United-States
52,Private,10,Married-civ-spouse,Husband,White,Male,0,0,45.0,>50K,Skilled Labor,United-States
55,Private,10,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
23,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
22,Private,13,Married-civ-spouse,Own-child,Amer-Indian-Eskimo,Female,2885,0,32.5,<=50K,Clerical,United-States
27,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
24,Private,12,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
21,Private,10,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
49,Private,13,Divorced,Other-relative,White,Female,0,0,35.0,<=50K,Sales,United-States
32,Private,8,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
64,Private,10,Widowed,Unmarried,White,Female,0,0,32.5,<=50K,Service,United-States
37,Self-emp-not-inc,9,Never-married,Unmarried,White,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
61,Private,4,Married-spouse-absent,Not-in-family,White,Male,0,0,40.0,<=50K,Unskilled Labor,Latin America
44,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40.0,>50K,Skilled Labor,United-States
53,Private,9,Married-civ-spouse,Husband,White,Male,0,0,52.0,>50K,Skilled Labor,United-States
43,Private,14,Never-married,Not-in-family,White,Male,0,0,50.0,>50K,Professional,United-States
60,State-gov,16,Married-civ-spouse,Husband,White,Male,0,1902,40.0,>50K,Professional,United-States
23,Private,10,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Sales,United-States
25,Private,14,Married-civ-spouse,Not-in-family,White,Male,0,0,40.0,<=50K,Unskilled Labor,Latin America
29,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
51,Private,13,Divorced,Unmarried,White,Female,0,0,52.5,<=50K,Professional,Europe
47,Private,2,Married-spouse-absent,Not-in-family,White,Male,0,0,32.5,<=50K,Unskilled Labor,Latin America
20,Private,9,Never-married,Unmarried,White,Female,0,0,40.0,<=50K,Executive,United-States
25,Private,7,Married-civ-spouse,Husband,White,Male,5178,0,40.0,>50K,Unskilled Labor,Europe
27,Private,6,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
23,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
18,Private,9,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
23,Private,4,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
59,Self-emp-not-inc,9,Divorced,Not-in-family,White,Male,0,0,52.5,<=50K,Executive,United-States
46,Private,9,Never-married,Not-in-family,White,Female,0,0,37.0,<=50K,Clerical,United-States
66,Private,4,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Professional,United-States
46,Local-gov,14,Married-civ-spouse,Husband,Black,Male,0,0,38.0,>50K,Professional,United-States
36,Local-gov,7,Never-married,Unmarried,White,Female,0,0,32.5,<=50K,Service,United-States
44,Private,9,Married-spouse-absent,Unmarried,White,Female,0,0,40.0,<=50K,Unskilled Labor,United-States
17,Private,7,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Sales,United-States
27,Private,10,Never-married,Not-in-family,White,Male,0,0,45.0,<=50K,Executive,United-States
32,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Sales,United-States
53,Private,9,Divorced,Not-in-family,Black,Male,0,0,40.0,<=50K,Service,United-States
22,Private,10,Never-married,Own-child,White,Male,0,0,52.5,<=50K,Professional,United-States
30,Private,12,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Professional,United-States
47,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,2002,32.5,<=50K,Professional,United-States
68,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Sales,United-States
39,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Sales,United-States
22,Private,13,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Clerical,United-States
62,Private,4,Married-civ-spouse,Husband,White,Male,6418,0,40.0,>50K,Professional,United-States
20,Private,9,Never-married,Own-child,White,Female,0,0,35.0,<=50K,Sales,United-States
21,Private,9,Never-married,Other-relative,White,Male,0,0,38.0,<=50K,Unskilled Labor,Caribbean
34,Private,11,Never-married,Not-in-family,White,Male,0,0,50.0,<=50K,Service,United-States
30,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Executive,United-States
25,Private,10,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Clerical,United-States
23,State-gov,9,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
40,State-gov,13,Married-civ-spouse,Other-relative,White,Male,0,0,40.0,<=50K,Professional,United-States
26,Federal-gov,9,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Clerical,United-States
57,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
36,Private,11,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
43,Private,10,Divorced,Unmarried,Asian-Pac-Islander,Female,0,0,40.0,<=50K,Professional,United-States
49,State-gov,13,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Professional,United-States
58,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
32,Private,10,Divorced,Not-in-family,Black,Male,0,0,40.0,<=50K,Executive,United-States
59,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45.0,>50K,Clerical,United-States
42,State-gov,13,Never-married,Other-relative,White,Female,0,0,40.0,<=50K,Clerical,United-States
37,Private,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Executive,Other
40,Private,15,Married-civ-spouse,Husband,White,Male,15024,0,45.0,>50K,Professional,United-States
47,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
56,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45.0,>50K,Professional,United-States
30,Private,9,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Clerical,United-States
42,Private,9,Widowed,Not-in-family,Black,Female,0,0,35.0,<=50K,Executive,United-States
21,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Service,United-States
21,Private,9,Married-spouse-absent,Own-child,White,Female,0,0,40.0,<=50K,Unskilled Labor,Caribbean
47,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40.0,<=50K,Professional,United-States
22,Self-emp-not-inc,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
35,Private,12,Never-married,Not-in-family,White,Female,14344,0,40.0,>50K,Clerical,United-States
41,Private,7,Never-married,Other-relative,Black,Female,0,0,40.0,<=50K,Unskilled Labor,United-States
43,Federal-gov,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
60,Private,10,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Sales,United-States
73,Private,4,Married-civ-spouse,Husband,White,Male,0,0,32.5,>50K,Sales,United-States
90,Private,13,Married-civ-spouse,Wife,White,Female,0,0,40.0,>50K,Executive,Europe
62,Federal-gov,9,Married-civ-spouse,Husband,White,Male,0,0,38.0,<=50K,Clerical,United-States
28,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
45,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
19,Private,9,Never-married,Not-in-family,White,Male,0,0,45.0,<=50K,Sales,United-States
30,Private,9,Never-married,Not-in-family,White,Male,0,0,35.0,<=50K,Skilled Labor,United-States
19,Private,8,Never-married,Own-child,Black,Female,0,0,52.0,<=50K,Unskilled Labor,United-States
23,Private,10,Never-married,Own-child,Black,Male,2202,0,52.5,<=50K,Service,United-States
22,Federal-gov,13,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Professional,United-States
19,Private,9,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
45,Federal-gov,12,Divorced,Unmarried,Asian-Pac-Islander,Male,0,2080,40.0,<=50K,Clerical,Asia
26,Local-gov,9,Never-married,Unmarried,Black,Female,0,0,32.5,<=50K,Service,United-States
42,Local-gov,6,Married-civ-spouse,Husband,White,Male,99999,0,40.0,>50K,Unskilled Labor,United-States
62,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,35.0,<=50K,Unskilled Labor,United-States
61,Private,6,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Sales,United-States
34,Private,13,Divorced,Not-in-family,Amer-Indian-Eskimo,Male,0,1564,52.5,>50K,Sales,United-States
22,Local-gov,9,Never-married,Own-child,White,Female,0,0,52.5,<=50K,Service,United-States
56,Private,14,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
32,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
24,Private,10,Never-married,Unmarried,White,Male,0,0,40.0,<=50K,Professional,United-States
26,Private,9,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
32,Private,9,Never-married,Own-child,Black,Female,0,1669,45.0,<=50K,Sales,United-States
58,Private,12,Divorced,Not-in-family,White,Male,0,1876,40.0,<=50K,Clerical,United-States
25,Self-emp-not-inc,12,Married-civ-spouse,Wife,White,Female,0,0,35.0,>50K,Clerical,United-States
23,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
23,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
54,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
28,Private,10,Never-married,Not-in-family,White,Female,0,0,35.0,<=50K,Executive,United-States
35,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Sales,United-States
30,Private,10,Married-civ-spouse,Husband,White,Male,0,0,32.5,>50K,Professional,United-States
23,Private,8,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
42,Private,10,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Professional,United-States
72,Private,6,Widowed,Not-in-family,White,Female,0,0,32.5,<=50K,Clerical,United-States
21,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
37,Private,13,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
54,Private,9,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Service,United-States
58,Private,14,Divorced,Not-in-family,White,Female,0,1980,45.0,<=50K,Clerical,United-States
32,Private,13,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Professional,United-States
65,Private,10,Widowed,Not-in-family,White,Female,0,0,32.5,<=50K,Clerical,United-States
22,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Unskilled Labor,United-States
52,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
65,Private,6,Widowed,Not-in-family,White,Female,0,0,32.5,<=50K,Sales,United-States
33,Self-emp-not-inc,9,Never-married,Not-in-family,White,Female,0,0,35.0,<=50K,Service,United-States
35,Private,9,Never-married,Unmarried,White,Male,6497,0,52.5,<=50K,Unskilled Labor,United-States
27,Private,10,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Clerical,United-States
34,State-gov,9,Never-married,Own-child,Black,Male,0,0,42.0,<=50K,Service,United-States
53,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Sales,United-States
23,Private,6,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,Europe
43,State-gov,16,Separated,Unmarried,White,Female,0,0,40.0,>50K,Professional,United-States
58,Private,11,Married-civ-spouse,Husband,White,Male,3908,0,40.0,<=50K,Executive,United-States
38,Private,6,Separated,Unmarried,White,Male,0,3770,40.0,<=50K,Clerical,United-States
26,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
60,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Executive,United-States
28,Private,9,Married-civ-spouse,Husband,White,Male,0,1672,50.0,<=50K,Unskilled Labor,United-States
33,Federal-gov,9,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
29,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
54,State-gov,16,Never-married,Not-in-family,White,Female,0,0,50.0,>50K,Executive,United-States
41,Private,4,Married-civ-spouse,Husband,White,Male,0,0,36.0,<=50K,Unskilled Labor,United-States
63,Self-emp-not-inc,10,Divorced,Not-in-family,White,Male,0,0,50.0,<=50K,Executive,United-States
31,Private,9,Married-civ-spouse,Wife,White,Female,0,0,32.5,<=50K,Clerical,United-States
23,Private,13,Never-married,Own-child,Black,Female,0,0,32.5,<=50K,Sales,United-States
31,Private,10,Married-spouse-absent,Not-in-family,Black,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
41,Private,15,Married-civ-spouse,Husband,White,Male,0,0,45.0,>50K,Professional,United-States
51,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Unskilled Labor,United-States
59,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
23,Private,10,Never-married,Not-in-family,White,Female,0,0,45.0,<=50K,Professional,United-States
24,Self-emp-not-inc,10,Never-married,Not-in-family,Black,Male,0,0,45.0,<=50K,Executive,United-States
67,Self-emp-not-inc,9,Divorced,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
65,Private,9,Widowed,Not-in-family,White,Female,0,0,35.0,<=50K,Professional,United-States
47,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
21,Private,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,Latin America
38,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
55,Private,13,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Professional,United-States
39,Private,14,Divorced,Own-child,White,Female,1506,0,40.0,<=50K,Professional,United-States
24,Private,9,Separated,Unmarried,White,Female,0,0,50.0,>50K,Service,Europe
24,Private,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Service,Asia
38,Private,10,Married-civ-spouse,Husband,White,Male,7298,0,40.0,>50K,Sales,United-States
19,Private,9,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Service,United-States
32,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Skilled Labor,United-States
63,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
18,Private,10,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Sales,United-States
36,Private,10,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Unskilled Labor,United-States
41,Private,13,Divorced,Own-child,Black,Male,6497,0,40.0,<=50K,Unskilled Labor,United-States
57,Private,10,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Service,United-States
48,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
44,Private,9,Divorced,Not-in-family,White,Female,0,1504,40.0,<=50K,Sales,United-States
25,Private,10,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Executive,Asia
48,Private,8,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Executive,United-States
20,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
74,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Sales,United-States
44,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Executive,United-States
26,Private,10,Married-civ-spouse,Wife,White,Female,0,0,40.0,<=50K,Unskilled Labor,United-States
54,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
39,Private,9,Married-civ-spouse,Husband,White,Male,0,0,48.0,>50K,Unskilled Labor,United-States
38,Private,10,Divorced,Not-in-family,White,Female,7443,0,40.0,<=50K,Clerical,United-States
18,Private,6,Never-married,Other-relative,White,Female,0,0,40.0,<=50K,Service,United-States
32,Local-gov,14,Never-married,Not-in-family,Other,Female,0,0,40.0,<=50K,Professional,United-States
24,Private,10,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Service,United-States
19,Self-emp-not-inc,5,Never-married,Not-in-family,White,Male,0,0,35.0,<=50K,Professional,Latin America
28,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
28,Private,9,Separated,Not-in-family,Other,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
49,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
50,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
63,Private,9,Widowed,Other-relative,Black,Female,0,0,40.0,<=50K,Unskilled Labor,Caribbean
58,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
68,Self-emp-inc,9,Widowed,Unmarried,White,Female,0,0,32.5,<=50K,Service,United-States
41,Federal-gov,10,Married-civ-spouse,Husband,Black,Male,0,0,40.0,>50K,Executive,United-States
21,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
27,Private,10,Married-civ-spouse,Husband,White,Male,3103,0,50.0,>50K,Professional,United-States
24,Private,13,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Professional,United-States
50,Private,13,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Executive,United-States
47,Private,10,Divorced,Own-child,White,Female,0,0,44.0,<=50K,Service,United-States
64,Private,9,Divorced,Not-in-family,White,Male,8614,0,40.0,>50K,Professional,United-States
54,Private,9,Widowed,Unmarried,White,Female,0,0,40.0,<=50K,Service,United-States
28,Private,13,Never-married,Own-child,Asian-Pac-Islander,Female,0,0,32.5,<=50K,Clerical,United-States
26,State-gov,14,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
35,State-gov,13,Separated,Not-in-family,White,Male,0,0,42.0,<=50K,Executive,United-States
48,Private,9,Married-civ-spouse,Husband,White,Male,2885,0,32.5,<=50K,Sales,United-States
50,Private,12,Married-civ-spouse,Wife,White,Female,3942,0,40.0,<=50K,Sales,United-States
39,Private,9,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
46,Private,13,Never-married,Not-in-family,White,Male,0,0,45.0,>50K,Sales,United-States
41,Private,10,Widowed,Unmarried,Black,Female,0,0,48.0,<=50K,Clerical,United-States
24,Private,4,Married-civ-spouse,Husband,White,Male,2580,0,40.0,<=50K,Sales,United-States
57,Private,9,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
32,Private,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Unskilled Labor,Latin America
41,Private,12,Married-civ-spouse,Husband,Black,Male,0,0,50.0,>50K,Executive,Asia
55,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
41,Private,11,Divorced,Not-in-family,White,Male,0,0,52.5,<=50K,Professional,United-States
69,Private,4,Divorced,Unmarried,Black,Female,2964,0,40.0,<=50K,Unskilled Labor,United-States
22,Private,9,Never-married,Not-in-family,Black,Female,0,0,40.0,<=50K,Service,United-States
45,Private,9,Married-civ-spouse,Husband,White,Male,3942,0,40.0,<=50K,Service,United-States
33,Private,9,Never-married,Not-in-family,Black,Male,0,0,40.0,<=50K,Clerical,United-States
57,Private,10,Separated,Not-in-family,White,Female,0,0,40.0,<=50K,Sales,United-States
38,Self-emp-not-inc,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,1902,52.5,>50K,Executive,United-States
40,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Skilled Labor,United-States
48,Self-emp-not-inc,10,Divorced,Own-child,White,Female,0,0,40.0,<=50K,Unskilled Labor,United-States
38,Local-gov,10,Married-spouse-absent,Unmarried,Black,Female,0,0,35.0,<=50K,Executive,United-States
26,State-gov,13,Never-married,Not-in-family,White,Female,0,0,52.5,<=50K,Professional,United-States
24,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
